"created","duration","id","name","rsvp_limit","status","time","local_date","local_time","updated","utc_offset","waitlist_count","yes_rsvp_count","link","description","visibility","comment_count","venue.id","venue.name","venue.lat","venue.lon","venue.repinned","venue.address_1","venue.city","venue.country","venue.localized_country_name","group.created","group.name","group.id","group.join_mode","group.lat","group.lon","group.urlname","group.who","group.localized_location","group.region","photo_album.photo_sample","manual_attendance_count","rsvp_close_offset","venue.zip","venue.state","how_to_find_us","photo_album.id","photo_album.title","photo_album.photo_count"
1509674863000,10800000,"244772792","R Markdown y cierre del año!",40,"upcoming",1511632800000,"2017-11-25","15:00",1511218485000,-10800000,0,40,"https://www.meetup.com/rladies-buenos-aires/events/244772792/","<p>Se viene el último evento del año! Y tenemos el taller de R Markdown para cerrar con broche de oro!!!</p> <p>R Markdown permite escribir informes reproducibles y dinámicos con R.  Podés usarlo para incluir código R y resultados en presentaciones, documentos pdf, html, Word y mas. Este taller está pensado desde un nivel básico-intermedio, así que no te preocupes si recién empiezas a codear en R.  Para aprovecharlo traé tu laptop con R y RStudio instalados (para más info de cómo hacer esto:<a href=""https://drive.google.com/open?id=0B0X9hdtcUykTdy1ZaVM3S3hxQ0k""><a href=""https://drive.google.com/open?id=0B0X9hdtcUykTdy1ZaVM3S3hxQ0k"" class=""linkified"">https://drive.google.com/open?id=0B0X9hdtcUykTdy1ZaVM3S3hxQ0k</a></a>.</p> <p>Si creés que te vendría bien una intro a R o un repaso antes de venir, <a href=""https://github.com/rladies/meetup-presentations_buenosaires/blob/master/README.md"">hacé click aquí</a> para ir al repositorio donde encontrarás todos los materiales de nuestros encuentros anteriores.</p> <p>Después del taller tendremos un espacio reservado para hacer sociales, así nos conocemos entre todxs y podemos compartir ideas para el próximo año. Este se realizará en el restaurant del Museo Evita, el consumo aprox. es de 150 pesos y además habrá torta especial de R-Ladies para todxs!</p> <p>Se vienen más detalles en unos días, por lo pronto revisá tu agenda y reservá tu lugar en el taller! Si confirmás asistencia pero luego no podés asistir, te pedimos por favor que dejes tu lugar disponible para otra persona ya que el espacio es limitado. Y si no podés asistir, el día de la reunión anunciaremos el acceso al streaming del evento. </p> <p><br/>Cualquier consulta no dudes en escribirnos por meetup, slack o fb.</p> <p>-------------------------------------------------------------------------------------</p> <p>****El evento se realizará en el auditorio del Museo Evita, para llegar se toma la entrada del restaurant, el auditorio está subiendo al escalera que está a la derecha en el patio del restaurant****</p> <p><br/>*** Para asegurarte que tu notebook está lista para trabajar en el taller, si es posible, por favor, actualizá tu versión de R y RStudio. También para instalar los paquetes necesarios para el taller, desde RStudio seguí estos pasos: 1) File -&gt; New file -&gt; R Markdown... 2) Se abrirá un cuadro de diálogo, hacé clic en ""Ok"" 3) Se abrirá un script de R ""Untitled 1"", apretá Ctrl+Shift+K 4) Pedirá grabar el archivo, ponéle un nombre y hacé clic en ""Ok"" 5) Si necesitás instalar paquetes, RStudio te avisará y lo hará. Si todo va bien, al final se abrirá una ventana mostrando un documento que comienza con la palabra ""Untitled"". Cerrá todo, ya estás lista para el taller.</p> <p><br/>Si surge algún problema durante este proceso, avisános por meetup, Slack o llegá un ratito antes al taller así tratamos de solucionarlo entre todas****</p> <p>Saludos!</p> ","public",0,,,,,,,,,,1483482058000,"R-Ladies Buenos Aires",21760043,"approval",-34.6100006103516,-58.3699989318848,"rladies-buenos-aires","R Ladies","Buenos Aires, Argentina","en_US",,,"PT356H45M",,,,,,
1507561052000,7200000,"244054490","Retour d'expérience : compétition Kaggle avec R",50,"upcoming",1.511892e+12,"2017-11-28","19:00",1510312060000,3600000,0,26,"https://www.meetup.com/rladies-paris/events/244054490/","<p><img src=""https://secure.meetupstatic.com/photos/event/4/7/f/9/600_466038425.jpeg"" /></p> <p>Mercedes Sgobba, une de nos membres, nous a gentiment proposé de nous présenter son expérience d'utilisation de R dans le cadre d'une compétition Kaggle.</p> <p>Il y a environ un an, le Groupe Bimbo a lancé une compétition Kaggle pour améliorer son activité.</p> <p>Le Groupe Bimbo est la plus grande boulangerie au monde.</p> <p>Description de la compétition :</p> <p>Le Groupe Bimbo voudrait comprendre la consommation journalière de pain/produits de boulangerie au Mexique où les produits sont vendus dans les rayons de plus d’1 million de points de ventes.</p> <p>A date, les commandes quotidiennes sont calculées à la main par le personnel de livraison. Certains de ces produits ont une ‘shelf life’ d’une semaine au max. Il s’agira développer un modèle de prévision de la demande.</p> <p>Points clés : 74 millions d’observations, long travail de traitement de la donnée et jonction de plusieurs fichiers, élimination de duplicata, transformation en facteurs, ACP &amp; Corrélation de variables, plusieurs exemples de visualisations avec R, découverte de fraude et construction d’un modèle de prévisions de la demande via un algorithme, comparaison de modèles (régression linaire, random forest..).</p> <p><a href=""https://www.kaggle.com/c/grupo-bimbo-inventory-demand""><a href=""https://www.kaggle.com/c/grupo-bimbo-inventory-demand"" class=""linkified"">https://www.kaggle.com/c/grupo-bimbo-inventory-demand</a></a></p> ","public",4,24858812,"Ecole Normale Superieure",48.8434715270996,2.34482097625732,FALSE,"29, rue d'Ulm","Paris","fr","France",1474299591000,"R-Ladies Paris",20443056,"open",48.8600006103516,2.33999991416931,"rladies-paris","Members","Paris, France","en_US",,,,,,"Salle Langevin",,,
1507561615000,,"244054651","Analyse sentimentale de tweet + Introduction au web scraping avec rvest",50,"upcoming",1516816800000,"2018-01-24","19:00",1510906660000,3600000,0,7,"https://www.meetup.com/rladies-paris/events/244054651/","<p><img src=""http://www.groupe-estia.fr/wp-content/uploads/2017/01/logo-estia-retina.png"" /></p> <p><br/>Ce meetup sera en français.</p> <p><br/>La planification est actuellement en cours. Lieu &amp; Date à confirmer. </p> <p>Nous vous tiendrons au courant.</p> ","public",0,,,,,,,,,,1474299591000,"R-Ladies Paris",20443056,"open",48.8600006103516,2.33999991416931,"rladies-paris","Members","Paris, France","en_US",,,,,,,,,
1511001724000,,"245207806","End of the year Orga meeting",,"upcoming",1513274400000,"2017-12-14","19:00",1511001724000,3600000,0,8,"https://www.meetup.com/rladies-berlin/events/245207806/","<p>Dear R-Ladies and friends,</p> <p>In good coding tradition, let's evaluate what we did so far and plan our next steps. We will meet on December the 14th and have a nice evening at a restaurant. Everybody who wants to join planning the next Meetups is welcome!</p> <p>See you</p> <p>Christin, Noa, Ulrike and Hanna</p> ","public",2,,,,,,,,,,1477914332000,"R-Ladies Berlin",20977178,"open",52.5200004577637,13.3800001144409,"rladies-berlin","R-Ladies","Berlin, Germany","en_US",,,,,,"To be announced",,,
1510267850000,,"244977342","Tercera reunión de RLadies Santiago",40,"upcoming",1511384400000,"2017-11-22","18:00",1511012984000,-10800000,2,40,"https://www.meetup.com/rladies-scl/events/244977342/","<p>¡Ya tenemos fecha para nuestra reunión de noviembre! En este tercer meetup nos introduciremos en el “tidyverse”, una colección de paquetes de R que hacen el trabajo con datos mucho más amigable :) Nos concentraremos principalmente en la importación, transformación y exploración de datos. No es necesario tener conocimientos previos, solo tener descargado R (<a href=""https://cran.r-project.org/"" class=""linkified"">https://cran.r-project.org/</a>) , RStudio (<a href=""https://www.rstudio.com/products/rstudio/download/"" class=""linkified"">https://www.rstudio.com/products/rstudio/download/</a>) y los paquetes que conforman el tidyverse. Para esto último, debes correr el siguiente código: install.packages(""tidyverse”). Si tienes dudas sobre cómo hacer esto último, ¡escríbenos!</p> <p>En esta ocasión nos reuniremos en IBM, que se encuentra a pasos del metro Salvador.</p> <p>Además, participará Pablo Reinoso de IBM, con una charla sobre Data Science Experience - DSX.</p> <p>Trae tu computador, ya que es una sesión práctica :)</p> <p>¡Te esperamos!</p> ","public",1,25182503,"IBM Chile",-33.4334716796875,-70.6260223388672,FALSE,"Providencia 655, Providencia","Santiago","cl","Chile",1500409431000,"R-Ladies Santiago",25039094,"open",-33.4599990844727,-70.6399993896484,"rladies-scl","RLadies","Santiago, Chile","en_US",,,,,,"auditorio 7",,,
1505313771000,10800000,"243331084","Play in the snow, then clean up your mess! [working title :) ]",20,"upcoming",1512151200000,"2017-12-01","12:00",1510598137000,-21600000,0,8,"https://www.meetup.com/rladies-nashville/events/243331084/","<p>Laurie Samuels will be demo-ing some data cleaning packages, and Svetlana Eden will be demo-ing her snowflakes package for some seasonal flair! More details to come!</p> ","public",0,25237648,"The Wond'ry",36.1429710388184,-86.8057250976562,FALSE,"2414 Highland Avenue","Nashville","US","USA",1475090435000,"R-Ladies Nashville",20493986,"open",36.1699981689453,-86.7799987792969,"rladies-nashville","Members","Nashville, TN","en_US",,,,,,"The Wond'ry is in the new engineering building on Highland Avenue. When you enter the building, go up the main spiral staircase; we'll be in the conference room at the back of the glassed-in space. There's a parking garage across the street.",,,
1501809982000,,"242269542","R for Data Science Workshop: Data Wrangling in the Tidyverse",,"upcoming",1512001800000,"2017-11-29","18:30",1510766573000,-21600000,0,21,"https://www.meetup.com/rladies-austin/events/242269542/","<p>This is the third meetup in a series of six workshops to work through the book R for Data Science by Hadley Wickham and Garrett Grolemund. Please bring a laptop with R Studio and R loaded up. (Let us know if you have questions or need help getting that set up.)</p> <p>We'll be covering these chapters:<br/>+ Tibbles with tibble<br/>+ Data Import with readr<br/>+ Tidy data with tidyr<br/>+ Relational data with dplyr<br/>+ Strings with stringr<br/>+ Factors with forcats<br/>+ Dates and Times with lubridate</p> <p>Agenda<br/>+ 6:30 - 7pm : Dinner and Networking<br/>+ 7 - 8:30pm : Workshop</p> ","public",0,25614075,"Web.com",30.3979988098145,-97.6733474731445,FALSE,"12234 North Interstate 35 Frontage Road","Austin","US","USA",1485879617000,"R-Ladies Austin",22180445,"open",30.2199993133545,-97.75,"rladies-austin","Members","Austin, TX","en_US",,,,,,,,,
1508957714000,,"244519503","ALL the Ladies in Tech Happy Hour: Winter Edition",,"upcoming",1512520200000,"2017-12-05","18:30",1508957736000,-21600000,0,1,"https://www.meetup.com/rladies-austin/events/244519503/","<p>***NOTE: RSVP is on Eventbrite for this event! Here's the link: <a href=""https://www.eventbrite.com/e/all-the-ladies-in-tech-happy-hour-winter-edition-tickets-39194718458"" class=""linkified"">https://www.eventbrite.com/e/all-the-ladies-in-tech-happy-hour-winter-edition-tickets-39194718458</a> ***</p> <p>This is a quarterly mega happy hour / networking mixer with the goal of connecting women in tech, data, and code in ATX.<br/>Apana's is offering a Happy Hour special of $1 off beer or wine. We've reserved their back room and around 7pm, we'll do some quick introductions for all of the groups present and a preview of the events they have planned for the winter.<br/>We're also partnering with Dress for Success Austin to do a drive for shoes and purses at this event -- if you have any extra shoes or purses, please consider bringing them to help women who are in need!<br/>This event is cohosted by these groups (please reach out if you know of a group that would like to co-host with us!):<br/>+ R-Ladies Austin<br/>+ Women in Data Science<br/>+ PyLadies ATX<br/>+ Women Who Code<br/>+ ChickTech Austin<br/>+ Austin Women in Technology<br/>+ Girl Develop It Austin<br/>Feel free to bring guests, but please note that we are limiting this event to those who identify as women only.<br/>Can't wait to see you all there!</p> ","public",0,24682955,"Apana's Coffee & Beer @ the Domain",30.4006977081299,-97.7226791381836,FALSE,"11501 Rock Rose #118 ","Austin","US","USA",1485879617000,"R-Ladies Austin",22180445,"open",30.2199993133545,-97.75,"rladies-austin","Members","Austin, TX","en_US",,0,,,,,,,
1501810182000,,"242269579","R for Data Science Workshop: Programming -- Functions, Vectors, and Iteration",,"upcoming",1513211400000,"2017-12-13","18:30",1509471545000,-21600000,0,15,"https://www.meetup.com/rladies-austin/events/242269579/","<p>This is the fourth meetup in a series of six workshops to work through the book R for Data Science by Hadley Wickham and Garrett Grolemund. Please bring a laptop with R Studio and R loaded up. (Let us know if you have questions or need help getting that set up.)</p> <p>We'll be covering these chapters:<br/>+ Pipes with magrittr<br/>+ Functions<br/>+ Vectors<br/>+ Iteration with purrr</p> <p>Agenda<br/>+ 6:30 - 7pm : Dinner and Networking<br/>+ 7 - 8:30pm : Workshop</p> ","public",0,24123697,"Yodle",30.3953685760498,-97.6721954345703,FALSE,"12234 N Interstate 35 Frontage Rd #100 Bldg B","Austin","us","USA",1485879617000,"R-Ladies Austin",22180445,"open",30.2199993133545,-97.75,"rladies-austin","Members","Austin, TX","en_US",,0,,"","TX",,,,
1501810292000,,"242269602","R for Data Science Workshop: Modeling with modelr, purrr, and broom",,"upcoming",1516840200000,"2018-01-24","18:30",1501810292000,-21600000,0,10,"https://www.meetup.com/rladies-austin/events/242269602/","<p>This is the 5th meetup in a series of six workshops to work through the book R for Data Science by Hadley Wickham and Garrett Grolemund. Please bring a laptop with R Studio and R loaded up. (Let us know if you have questions or need help getting that set up.)</p> <p>We'll be covering these chapters:<br/>+ Model Basics with modelr<br/>+ Model Building<br/>+ Many Models with purrr and broom</p> <p>Agenda<br/>+ 6:30 - 7pm : Dinner and Networking<br/>+ 7 - 8:30pm : Workshop</p> ","public",0,,,,,,,,,,1485879617000,"R-Ladies Austin",22180445,"open",30.2199993133545,-97.75,"rladies-austin","Members","Austin, TX","en_US",,0,,,,,,,
1510279496000,,"244982738","Book Club: Weapons of Math Destruction",,"upcoming",1.517445e+12,"2018-01-31","18:30",1510279675000,-21600000,0,9,"https://www.meetup.com/rladies-austin/events/244982738/","<p><img src=""https://secure.meetupstatic.com/photos/event/3/2/6/d/600_466032909.jpeg"" /></p> <p>


For our second book club book, we'll be reading Cathy O'Neil's 'Weapons of Math Destruction'! Here's a quick review:</p> <p>“O’Neil’s book offers a frightening look at how algorithms are increasingly regulating people… Her knowledge of the power and risks of mathematical models, coupled with a gift for analogy, makes her one of the most valuable observers of the continuing weaponization of big data… [She] does a masterly job explaining the pervasiveness and risks of the algorithms that regulate our lives.”<br/>—New York Times Book Review</p> <p>This book is available <a href=""https://www.amazon.com/dp/B019B6VCLO/ref=dp-kindle-redirect?_encoding=UTF8&amp;btkr=1"">on Amazon</a> or from local booksellers like <a href=""http://www.bookpeople.com/book/9780553418835"">Book People</a>. </p> <p>Agenda: We'll meet at Thunderbird Coffee on Koenig at 6:30, where we'll discuss the book and discussion questions over beverages (they have beer and coffee/tea drinks). Looking forward to seeing you all!</p> ","public",1,24346740,"Thunderbird Coffee",30.3307971954346,-97.7319869995117,FALSE,"1401 Koenig Ln. ","Austin","us","USA",1485879617000,"R-Ladies Austin",22180445,"open",30.2199993133545,-97.75,"rladies-austin","Members","Austin, TX","en_US",,0,,"","TX",,,,
1501810466000,,"242269635","R for Data Science Workshop: Communicating Results with rmarkdown and ggplot2",,"upcoming",1519259400000,"2018-02-21","18:30",1501810466000,-21600000,0,5,"https://www.meetup.com/rladies-austin/events/242269635/","<p>This is the 6th and final meetup in a series of six workshops to work through the book R for Data Science by Hadley Wickham and Garrett Grolemund. Please bring a laptop with R Studio and R loaded up. (Let us know if you have questions or need help getting that set up.)</p> <p>We'll be covering these chapters:<br/>+ R Markdown<br/>+ Graphics for Communication with ggplot2<br/>+ R Markdown Formats<br/>+ R Markdown Workflow</p> <p>Agenda<br/>+ 6:30 - 7pm : Dinner and Networking<br/>+ 7 - 8:30pm : Workshop</p> ","public",0,,,,,,,,,,1485879617000,"R-Ladies Austin",22180445,"open",30.2199993133545,-97.75,"rladies-austin","Members","Austin, TX","en_US",,0,,,,,,,
1510018883000,10800000,"244885257","Linear, Logistic, and Cox Regression: When and How to Run in RStudio",,"upcoming",1512511200000,"2017-12-05","17:00",1510339826000,-18000000,0,9,"https://www.meetup.com/rladies-ldnont/events/244885257/","<p>Join us to learn about regression in RStudio. This month's meet up will be led by Jacqueline Kueper, PhD candidate in Epidemiology and Biostatistics at Western.</p> <p>No previous experience with regression or RStudio is required; all abilities are welcome. The main portion of the session will involve step-by-step instructions on how to set up, run, and interpret results from regression models that include one and more than one independent variable. We will also cover some background on three types of regression—linear, logistic, and Cox—including when and why you might want to run each of these models. Sample code and data will be made available so that you can follow along on a personal laptop; sitting back to absorb the conversation in a more hands-off way is also an option.</p> <p>Get excited! See you in December!</p> ","public",0,19794792,"London Public Library",42.9844017028809,-81.2462005615234,FALSE,"251 Dundas St. ","London","ca","Canada",1484658259000,"R-Ladies London, Ontario",21965959,"open",43.0099983215332,-81.1800003051758,"rladies-ldnont","Members","London, ON","en_US",,,,"","ON","We are in the Wellington Room, on the second floor at the back. Parking under the library (entrance on King St) can be validated for up to 2 hours at the library help desk.",,,
1510339979000,7200000,"245002622","Get to know the R-Ladies: Lightening Talks!",,"upcoming",1517349600000,"2018-01-30","17:00",1510509162000,-18000000,0,2,"https://www.meetup.com/rladies-ldnont/events/245002622/","<p>Come join the R-Ladies in our first ""Lightening Talks"" event. In this fun, informal setting, participants have approximately 3 to 5 minutes to speak about their research, work, or a puzzle they're trying to solve - anything goes as long as it involves R! Prepare a brief presentation and a visual or two (slide, code snippets, graph, etc). Come share your work, learn what your peers are up to, and exchange ideas! If you would like to present, fill out our <a href=""https://docs.google.com/forms/d/e/1FAIpQLSfyGa47Vm_cz385ZfunVk_ZqwqG9umr6J4WCoNgsge8MsmwzQ/viewform?c=0&amp;w=1"">questionnaire </a>before December 23, if you would like to attend please RSVP at our MeetUp page by January 23. Thanks!</p> ","public",0,19794792,"London Public Library",42.9844017028809,-81.2462005615234,FALSE,"251 Dundas St. ","London","ca","Canada",1484658259000,"R-Ladies London, Ontario",21965959,"open",43.0099983215332,-81.1800003051758,"rladies-ldnont","Members","London, ON","en_US",,,,"","ON",,,,
1510667151000,7200000,"245104372","Lightening Talks",,"upcoming",1517349600000,"2018-01-30","17:00",1510669034000,-18000000,0,3,"https://www.meetup.com/rladies-ldnont/events/245104372/","<p>Come join the R-Ladies in our first ever <i><b>Lightening Talks</b></i> event. In this fun, informal setting, participants have approximately 3 to 5 minutes to speak about their research, work, or a puzzle they're trying to solve - anything goes! <i>R-related presentations are a bonus but not necessary!</i> Our goal is to 1) provide a space to learn about the others in our community and 2) exchange ideas about methodologies, interests, and the tools we all are using.</p> <p><b>IMPORTANT: </b></p> <p>In addition to RSVPing on our MeetUp page, please ALSO <a href=""https://goo.gl/forms/LeoSGYLzdgrXthks2"">complete this form</a> by <b>December 23</b> to help us with scheduling and to let us know important pieces of information.</p> <p>This is <i>not</i> meant to be a high-stakes presentation event - just a chance to share our projects with each other and learn a little about the questions each of us are asking in our own work and the tools we're using to answer them. As usual, we will head out for food and drinks following the event (drinks and apps for presenters are on us!)</p> <p>-----------------------------------------------------------------------------------------------------------------------------------------------</p> <p><i><b>NB: </b>Please note that, in keeping with the global R-Ladies mission, R-Ladies London, Ontario will prioritize female leadership and participation. All interested people (regardless of gender) are welcome to RSVP to our events. However, in the event that we receive a greater amount of presenter interest than we feel is manageable for the space/time, we will prioritize female presenters.</i></p> ","public",0,19794792,"London Public Library",42.9844017028809,-81.2462005615234,FALSE,"251 Dundas St. ","London","ca","Canada",1484658259000,"R-Ladies London, Ontario",21965959,"open",43.0099983215332,-81.1800003051758,"rladies-ldnont","Members","London, ON","en_US",,,"PT168H","","ON","We will be in the lobby on the first floor of the library (downtown branch)",,,
1511133722000,7200000,"245241105","Beginner Statistic workshop in R",30,"upcoming",1511978400000,"2017-11-29","19:00",1511174542000,3600000,0,14,"https://www.meetup.com/R-Ladies-Milan/events/245241105/","<p>Beginner Statistic workshop in R</p> <p>Speaker: Navid Nobani</p> <p>In this workshop you will learn what is statistics, how it can be useful for data analysis and why as a data scientist you need to learn it. The topics are fundamental concepts, and are focused on:</p> <p>- What are variable types in data and how to deal with them</p> <p><br/>- How to measure variability and central tendency of data</p> <p>- How to choose graphical presentation types based on types of variables</p> <p><br/>- Linear &amp; regression modeling</p> <p><i>Language</i>: Examples &amp; exercises will be in R</p> <p><i>Prerequisites</i>: Having laptop is not mandatory</p> <p><i>Target Audience</i>: Beginners level</p> <p><i>Bio</i>: Navid is a data scientist at Prometeon Tyre Group. He has a background in Industrial Engineering and is working in the data science field since 2015. He uses R and Python in his daily activities to solve business problems in the marketing area.</p> <p><br/>If you are interested, don’t hesitate to join us &amp; spread the event to your friends too. We are looking forward to meet up with you!</p> ","public",0,25373969,"EY",45.4661102294922,9.18288803100586,FALSE,"Via Meravigli, 12/14","Milano","it","Italy",1498774567000,"R-Ladies Milan",24752511,"open",45.4599990844727,9.1899995803833,"R-Ladies-Milan","Members","Milano, Italy","en_US",,,,,,"Please go to the reception and give your document and get a badge. I'll be there at 18.50 and we go to the classroom together.",,,
1509744262000,7200000,"244796999","Lightning Round Talks",,"upcoming",1511319600000,"2017-11-21","19:00",1510807791000,-28800000,0,13,"https://www.meetup.com/rladies-san-diego/events/244796999/","<p>For this meeting we'll be doing a series of Lightning Round Talks. Current planned talks are:</p> <p>• ""R Basics and Differences from Other Languages"" presented by Megan Chang and Page Piccinini</p> <p>• ""Making an API package"" presented by Katie Heineman</p> <p>• ""Basic Linear Algebra Subprograms (BLAS) and how to use other people's hard work to make your statistical code run faster"" presented by Amy Szczepanski</p> <p>See you there!</p> ","public",0,25591421,"Downtown Works",32.7180099487305,-117.168029785156,FALSE,"550 W B Street","San Diego","us","USA",1497649358000,"R-Ladies San Diego",24506595,"open",32.75,-117.169998168945,"rladies-san-diego","San Diegan R-Ladies","San Diego, CA","en_US",,,,"","CA",,,,
1488227228000,3600000,"shrsrmywpbgc","LunchinatoRs",,"upcoming",1511546400000,"2017-11-24","12:00",1505943196000,-21600000,0,1,"https://www.meetup.com/R-Ladies-Ames/events/245214736/","<p>Hosted by the Department of Ecology, Evolution, and Organismal Biology. </p> <p>This is a weekly meeting hosted by R-Lady Audrey McCombs and Haldre Rogers in EEOB for folks interested in learning R and eating lunch together. Thanks to Audrey for extending this invitation to all of R-Ladies Ames! They meet from 12-1pm every Friday in Bessey Hall, room 334. </p> <p>Email Audrey at [masked] for more information. If you're looking to present some cool R packages, how to wrestle with analysis issues, good coding practices, data management techniques, or anything else that you find interesting and helpful when working in R, let Audrey know! They'd love to host your presentation!</p> ","public",0,25089815,"Bessey Hall",42.0284881591797,-93.6446304321289,FALSE,"2200 Osborn Drive","Ames","us","USA",1480118246000,"R-Ladies Ames",21280054,"open",42.0299987792969,-93.6399993896484,"R-Ladies-Ames","R-Ladies","Ames, IA","en_US",,,,"50011","IA","Room 334",,,
1488227228000,3600000,"shrsrmywqbcb","LunchinatoRs",,"upcoming",1512151200000,"2017-12-01","12:00",1505943196000,-21600000,0,1,"https://www.meetup.com/R-Ladies-Ames/events/shrsrmywqbcb/","<p>Hosted by the Department of Ecology, Evolution, and Organismal Biology. </p> <p>This is a weekly meeting hosted by R-Lady Audrey McCombs and Haldre Rogers in EEOB for folks interested in learning R and eating lunch together. Thanks to Audrey for extending this invitation to all of R-Ladies Ames! They meet from 12-1pm every Friday in Bessey Hall, room 334. </p> <p>Email Audrey at [masked] for more information. If you're looking to present some cool R packages, how to wrestle with analysis issues, good coding practices, data management techniques, or anything else that you find interesting and helpful when working in R, let Audrey know! They'd love to host your presentation!</p> ","public",,25089815,"Bessey Hall",42.0284881591797,-93.6446304321289,FALSE,"2200 Osborn Drive","Ames","us","USA",1480118246000,"R-Ladies Ames",21280054,"open",42.0299987792969,-93.6399993896484,"R-Ladies-Ames","R-Ladies","Ames, IA","en_US",,,,"50011","IA","Room 334",,,
1488227228000,3600000,"shrsrmywqblb","LunchinatoRs",,"upcoming",1.512756e+12,"2017-12-08","12:00",1505943196000,-21600000,0,1,"https://www.meetup.com/R-Ladies-Ames/events/shrsrmywqblb/","<p>Hosted by the Department of Ecology, Evolution, and Organismal Biology. </p> <p>This is a weekly meeting hosted by R-Lady Audrey McCombs and Haldre Rogers in EEOB for folks interested in learning R and eating lunch together. Thanks to Audrey for extending this invitation to all of R-Ladies Ames! They meet from 12-1pm every Friday in Bessey Hall, room 334. </p> <p>Email Audrey at [masked] for more information. If you're looking to present some cool R packages, how to wrestle with analysis issues, good coding practices, data management techniques, or anything else that you find interesting and helpful when working in R, let Audrey know! They'd love to host your presentation!</p> ","public",,25089815,"Bessey Hall",42.0284881591797,-93.6446304321289,FALSE,"2200 Osborn Drive","Ames","us","USA",1480118246000,"R-Ladies Ames",21280054,"open",42.0299987792969,-93.6399993896484,"R-Ladies-Ames","R-Ladies","Ames, IA","en_US",,,,"50011","IA","Room 334",,,
1510841320000,3600000,"245159556","Creating an R package",,"upcoming",1511362800000,"2017-11-22","19:00",1511175894000,14400000,0,7,"https://www.meetup.com/rladies-tbilisi/events/245159556/","<p>The possibility of organizing code in packages is one of the main advantages of R. Packages can also be made publicly available so that everybody can benefit from them. This talk will show step-by-step how to create an R package from scratch, using a hands-on example.</p> <p>Read about R packages here: <a href=""https://www.statmethods.net/interface/packages.html"" class=""linkified"">https://www.statmethods.net/interface/packages.html</a></p> <p>Vincenzo Lagani is hosting this meetup, in English.</p> <p>===========================<br/>R-ს ერთ-ერთი მთავარი უპირატესობა არის კოდების ორგანიზება პაკეტებში.  ეს პაკეტები შესაძლოა ასევე გახდეს საჯარო, რაც მათ ყველასთვის ხელმისაწვდომსა და სარგებლის მომტანს გახდის. ამ შეხვედრაზე გავიგებთ თუ როგორ შევქმნათ პაკეტები R-ში საწყისი დონიდან, პრაქტიკული მაგალითების საშუალებით.</p> <p>დამატებით ინფორმაციას R-ს პაკეტებზე გაეცანით შემდეგ ბმულზე: <a href=""https://www.statmethods.net/interface/packages.html"" class=""linkified"">https://www.statmethods.net/interface/packages.html</a></p> ","public",1,24812484,"ჯეოლაბი GeoLab",41.7176704406738,44.7848320007324,FALSE,"8 Merab Aleksidze St, Tbilisi 0160","Tbilisi","ge","Georgia",1480449123000,"R-Ladies Tbilisi",21313292,"approval",41.7200012207031,44.7900009155273,"rladies-tbilisi","Member","Tbilisi, Georgia","en_US",,,,,,,,,
1488227228000,3600000,"shrsrmywpbgc","LunchinatoRs",,"upcoming",1511546400000,"2017-11-24","12:00",1505943196000,-21600000,0,1,"https://www.meetup.com/R-Ladies-Ames/events/245214736/","<p>Hosted by the Department of Ecology, Evolution, and Organismal Biology. </p> <p>This is a weekly meeting hosted by R-Lady Audrey McCombs and Haldre Rogers in EEOB for folks interested in learning R and eating lunch together. Thanks to Audrey for extending this invitation to all of R-Ladies Ames! They meet from 12-1pm every Friday in Bessey Hall, room 334. </p> <p>Email Audrey at [masked] for more information. If you're looking to present some cool R packages, how to wrestle with analysis issues, good coding practices, data management techniques, or anything else that you find interesting and helpful when working in R, let Audrey know! They'd love to host your presentation!</p> ","public",0,25089815,"Bessey Hall",42.0284881591797,-93.6446304321289,FALSE,"2200 Osborn Drive","Ames","us","USA",1480118246000,"R-Ladies Ames",21280054,"open",42.0299987792969,-93.6399993896484,"R-Ladies-Ames","R-Ladies","Ames, IA","en_US",,,,"50011","IA","Room 334",,,
1488227228000,3600000,"shrsrmywqbcb","LunchinatoRs",,"upcoming",1512151200000,"2017-12-01","12:00",1505943196000,-21600000,0,1,"https://www.meetup.com/R-Ladies-Ames/events/shrsrmywqbcb/","<p>Hosted by the Department of Ecology, Evolution, and Organismal Biology. </p> <p>This is a weekly meeting hosted by R-Lady Audrey McCombs and Haldre Rogers in EEOB for folks interested in learning R and eating lunch together. Thanks to Audrey for extending this invitation to all of R-Ladies Ames! They meet from 12-1pm every Friday in Bessey Hall, room 334. </p> <p>Email Audrey at [masked] for more information. If you're looking to present some cool R packages, how to wrestle with analysis issues, good coding practices, data management techniques, or anything else that you find interesting and helpful when working in R, let Audrey know! They'd love to host your presentation!</p> ","public",,25089815,"Bessey Hall",42.0284881591797,-93.6446304321289,FALSE,"2200 Osborn Drive","Ames","us","USA",1480118246000,"R-Ladies Ames",21280054,"open",42.0299987792969,-93.6399993896484,"R-Ladies-Ames","R-Ladies","Ames, IA","en_US",,,,"50011","IA","Room 334",,,
