created,duration,id,name,rsvp_limit,status,time,local_date,local_time,updated,utc_offset,waitlist_count,yes_rsvp_count,link,description,visibility,comment_count,venue.id,venue.name,venue.lat,venue.lon,venue.repinned,venue.address_1,venue.city,venue.country,venue.localized_country_name,venue.zip,venue.state,group.created,group.name,group.id,group.join_mode,group.lat,group.lon,group.urlname,group.who,group.localized_location,group.region,photo_album.photo_sample,how_to_find_us,rsvp_close_offset,manual_attendance_count,rsvp_open_offset,venue.address_2,fee.accepts,fee.amount,fee.currency,fee.description,fee.label,fee.required
1517767719e3,6300000,247485471,R tutorial Part II,,upcoming,15187329e5,2018-02-15,15:15,1517767719e3,-25200000,0,4,https://www.meetup.com/rladies-tucson-az/events/247485471/,"<p>• What we'll do<br/>• R Basics<br/>– Reading the console cursor<br/>• Importing Data into R (quick review)<br/>– Importing Excel spreadsheets into R – Dealing with different data types<br/>– Summarizing your data<br/>– Creating cross tabs<br/>• Exploratory Analyses – dplyr package<br/>– glimpse, grouping, counting, and other functions • Visualizing your Data<br/>– ggplot package - basic components<br/>– scatterplot<br/>– discussion of advantages and disadvantages of different plots and charts</p> <p>• What to bring</p> <p><br/>• Important to know</p> ",public,,25616411,iSpace - Room 202 of the Science-Engineering Library (UA campus),32.22895431518555,-110.95101928710938,FALSE,"744 N Highland Ave, Tucson, AZ 85719",Tucson,us,USA,"",AZ,1510685121e3,R-Ladies Tucson AZ,26598934,open,32.220001220703125,-110.97000122070312,rladies-tucson-az,Members,"Tucson, AZ",en_US,,,,,,,,,,,,
151729018e4,7200000,247304067,Create Websites in R and A Data Science Update.,60,upcoming,15187374e5,2018-02-15,18:30,151729018e4,-18000000,0,36,https://www.meetup.com/rladies-newyork/events/247304067/,"<p>Ever wanted to create an awesome blog or website showcasing your work or data science journey?  If so, this is the meetup for you - Emily Zabor will be giving us an awesome tutorial on how to use blogdown and markdown to create your very own website (just like rladiesnyc.org).</p> <p><br/>Emily earned her MS degree in biostatistics from the University of Minnesota in 2010 and has since worked as a Research Biostatistician at Memorial Sloan Kettering Cancer Center. Since 2012 she has also been pursuing a DrPH degree in biostatistics at Columbia University as a part time student. Her dissertation research is focused on statistical methods for the study of etiologic heterogeneity in cancer. Emily's statistical interests include methods for epidemiologic research, longitudinal analysis, and survival analysis. In her free time, Emily enjoys riding her bike to breweries, reading books and magazines, and doing crossword puzzles. </p> <p><br/>We will have a very special guest, Daniela Vázquez, who presented last year in the midst of her data science transition when she visited New York last year. She will now be coming to give us an update on her journey:)</p> <p><br/>Daniela is a Data Scientist at Idatha, a software company in<br/>Montevideo, Uruguay. Prior to Idatha, she worked at Equifax where she<br/>discovered Data Science and fell in love with it. She loves blogging<br/>and she does it both in English and Spanish, sharing whatever she is<br/>playing with at the moment (data visualization, tidytext, social media<br/>data, etc.) She is a member of the NASA Datanauts community and<br/>co-founder of two R-Ladies chapters: Buenos Aires and Montevideo.</p> <p>

Agenda:</p> <p>

6:30-6:45pm Light networking</p> <p>

6:45-6:55pm R-Ladies New York Announcements</p> <p>

6:55-7:35pm Creating Websites in R by Emily Zabor with Q&amp;A</p> <p>

7:35-8:00pm Data Science Update by Daniela Vázquez</p> <p>


8:00 - 8:30pm networking for R-ladies NewYork.</p> <p>

We want to thank our very generous host, AT&amp;T NYC Data Science Research Center(stats.research.att.com (<a href=""http://stats.research.att.com/""><a href=""http://stats.research.att.com/"" class=""linkified"">http://stats.research.att.com/</a></a>)) for having us in their space.</p> ",public,,25608394,AT&T NYC Data Science Research Center,40.71659469604492,-74.00605010986328,FALSE,"33 Thomas Street  New York, NY 10007",New York,us,USA,"",NY,147198606e4,R-Ladies New York,20346526,open,40.75,-73.98999786376953,rladies-newyork,Rladies,"New York, NY",en_US,,,PT24H,,,,wepay,5,USD,per person,Price,TRUE
1517617792e3,,247435455,Tercer Meetup en el encuentro de Usuarixs de R,80,upcoming,15188292e5,2018-02-16,19:00,1517617792e3,-21600000,0,26,https://www.meetup.com/rladiescdmx/events/247435455/,"<p>¡​Chichxs!</p> <p>

¡<a href=""http://facultad.itam.mx/legacy/facultad/profesoresDetalles.php?id_profesor=274"">Ernesto J. Barrios</a>, profesor de estadística del ITAM, nos invita a que nuestro tercer encuentro sea dentro del marco de la Reunión de Usuarixs de R el jueves 15 y viernes 16 de febrero en el ITAM de Santa Teresa!​</p> <p>Si quieren <b>presentar sus trabajos o dar talleres</b> tenemos apartados los siguientes espacios apartados para nosotrxs el <b>viernes 16 de febrero</b>:​</p> <p>

​Sesión 5: 10:50-12:20 ​Presentación de RLadiesCDMX​<br/>Sesión 6: 12:40-14:10 <b>​3 a 4 presentaciones de RLadies de entre 15 y 20 minutos</b></p> <p>Taller ​3​: 16:00-16:55 <b>- Taller RLadiesTaller ​4:​ 17:05-18:00 - Taller RLadies</b>​¿Quién se apunta​?</p> <p><b><br/>Sólo tienen que registrarse en: <a href=""https://encuentrousuariosr.wixsite.com/itam2018/events/encuentro-de-usuarios-de-r-2018-1/form""><a href=""https://encuentrousuariosr.wixsite.com/itam2018/events/encuentro-de-usuarios-de-r-2018-1/form"" class=""linkified"">https://encuentrousuariosr.wixsite.com/itam2018/events/encuentro-de-usuarios-de-r-2018-1/form</a></a></b></p> <p><b><br/>(¿si se apuntan nos mandan un correíto a cdmx (at) rladies.org sólo para estar enteradas y difundir su evento por nuestras redes?)</p> <p>

​Un abrazo,<br/></b></p> <p><b>Silvia y Tere​</b></p> ",public,,18308742,ITAM,19.3110408782959,-99.223419189453125,FALSE,"Av. Camino a Sta. Teresa No. 930, Col. Heroes de Padierna México D.F. 10730",México City,mx,Mexico,,,1499139383e3,RLadiesCDMX,24820200,open,19.43000030517578,-99.13999938964844,rladiescdmx,Miembrxs,"México City, Mexico",en_US,,https://encuentrousuariosr.wixsite.com/itam2018/events/encuentro-de-usuarios-de-r-2018-1/form,PT24H,,,,,,,,,
1516262566e3,10800000,246927357,"Geographical data in R with the ""Leaflet"" package",45,upcoming,15188598e5,2018-02-17,09:30,1516528544e3,0,12,45,https://www.meetup.com/R-Ladies-Lisboa/events/246927357/,"<p>Geographical data in R with the ""Leaflet"" package<br/>Speaker: Raquel Ribeiro, Senior Data Scientist (Feedzai), PhD, MASt<br/>Summary: overview of the ""leaflet"" package features and applications with hands-on practical exercises. The presentation will be given in English.<br/>To be able to follow along with the practical exercises, please bring your laptop with R and R Studio as well as the package ""leaflet"" installed.<br/>Agenda:<br/>9h30 - welcoming guests<br/>10h00 - overview of the ""leaflet"" package features and applications<br/>11h00 - networking<br/>11h30 - practical exercises<br/>12h30 - end of session<br/>======================<br/>Dados geográficos em R com o pacote ""leaflet""<br/>Orador: Raquel Ribeiro, Senior Data Scientist (Feedzai), PhD, MASt<br/>Sumário: resumo das principais funcionalidades do pacote em R ""leaflet"" com exemplos de aplicação e exercícios práticos de programação. A apresentação será feita em Inglês.<br/>Pede-se aos participantes que tragam um computador com R e R Studio instalados, assim como o pacote ""leaflet"" para que possam acompanhar os exercícios práticos.<br/>Agenda:<br/>9h30 - recepção aos participantes<br/>10h00 - resumo das principais funcionalidades do pacote ""leaflet"" e exemplos de aplicação<br/>11h00 - networking<br/>11h30 - exercícios práticos<br/>12h30 - fim de evento</p> ",public,,25013207,NOVA IMS (ISEGI),38.73223876953125,-9.160419464111328,FALSE,Campus de Campolide 1070-312 Lisboa,Lisbon,pt,Portugal,,,14774923e5,R-Ladies Lisboa,20914876,open,38.720001220703125,-9.140000343322754,R-Ladies-Lisboa,Membros,"Lisbon, Portugal",en_US,,,,,,,,,,,,
1517409128e3,14400000,247347882,Şubat Etkinliği: Regresyon Analizi ve R Uygulamaları,40,upcoming,15188634e5,2018-02-17,12:30,1517903979e3,7200000,36,40,https://www.meetup.com/rladies-istanbul/events/247347882/,"<p>• What we'll do<br/>Herkese merhaba,</p> <p>(Lütfen NOT'ları dikkatli okuyunuz)</p> <p>MEF Üniversitesi Büyük Veri Analitiği bölüm Koordinatörü Prof.Dr. Özgür Özlük'ün regresyon analizi konusunu anlatacağı ve R uygulamaları yapacağı etkinliğimizi kaçırmayın! Etkinlik başlangıç saati 12.30'dur.</p> <p>Katılımcıların laptop ve şarj aletleri ile gelmeleri, bilgisayarlarında R ve R Studio'nun kurulu olması, tidyverse paketinin yüklü olması beklenmektedir.</p> <p>NOT: Kısıtlı bir eğitim alanımız olduğu için eğitimlere KADIN ve LGBTI katılımcılar haricindekilerin gelmek istedikleri takdirde mail atmalarını ve durumu sormalarını rica ediyoruz. Geleceklerini belirtip sonradan gelemeyecek olan arkadaşlar da RSVP seçeneklerini değiştirirlerse, katılmak isteyenlere yer açılmış olur. Listede ismi yazılı olmayanlar etkinlik alanına alınmayacaklardır. Etkinlik alanına belirtilen saatten önce gelmemeniz önemle rica olunur.</p> <p>R indirmek için: <a href=""https://cran.r-project.org"" class=""linkified"">https://cran.r-project.org</a> (<a href=""https://cran.r-project.org/"" class=""linkified"">https://cran.r-project.org/</a>)</p> <p>R Studio indirmek için: <a href=""https://www.rstudio.com/products/rstudio/download/"" class=""linkified"">https://www.rstudio.com/products/rstudio/download/</a></p> <p>tidyverse indirmek için: install.packages(""tidyverse""), library(tidyverse)</p> <p>Etkinliğe gelmeden bu anketi doldurmanızı rica ediyoruz: anket linki (<a href=""https://goo.gl/forms/FNmqh4u6ZlQ7gTAB3"" class=""linkified"">https://goo.gl/forms/FNmqh4u6ZlQ7gTAB3</a>)</p> <p>• What to bring</p> <p>• Important to know</p> ",public,,25722502,MEF Üniversitesi - Ayazağa Kampüsü,41.043148040771484,29.09237289428711,FALSE,Ayazağa Caddesi  ,istanbul,tr,Turkey,,,1473166132e3,R-Ladies Istanbul,20394109,open,41.0099983215332,28.959999084472656,rladies-istanbul,R-Ladies,"Istanbul, Turkey",en_US,,"Yenikapı-Hacıosman metrosunun İTÜ Ayazağa durağında inip, Windowist Tower tarafından çıktığınızda MEF Üniversitesi kampüsünün önünden geçen minibüslere binebilirsiniz. 10 dakika kadar sürecektir.",,,,No.4 34396 Maslak - Sarıyer - İstanbul ,,,,,,
1517943842e3,3600000,247550750,Data Wrangling ,20,upcoming,1519083e6,2018-02-19,18:30,1517943868e3,-18000000,0,1,https://www.meetup.com/rladies-sarasota/events/247550750/,<p>• What we'll do<br/>Melissa Crow will be covering different ways to wrangle data in R</p> <p>• What to bring<br/>Laptops</p> <p>• Important to know</p> ,public,,25723127,Library,27.384929656982422,-82.55867004394531,FALSE,5800 Bay Shore Road,Sarasota,us,USA,34243,fl,1507904309e3,R-Ladies Sarasota,26251610,open,27.40999984741211,-82.5199966430664,rladies-sarasota,R Ladies,"Sarasota, FL",en_US,,,,,,Library Room 209,,,,,,
1517524483e3,194400000,247397540,WORK SMARTER NOT HARDER: Melbourne Research Bazaar 2018,2,upcoming,15190848e5,2018-02-20,11:00,151781053e4,39600000,9,2,https://www.meetup.com/R-Ladies-Melbourne/events/247397540/,"<p>Hi everyone,</p> <p>Expressions of interest are now open for the 4th Annual Research Bazaar Conference, to be held in and adjacent to Wilson Hall on Tuesday 20 – Thursday 22 February. Showcasing tools such as R&amp;R Studio, Python, Matlab, LaTex, Omeka, Tinkercad, HPC, Cloud, to name a few, this free conference is ideal for current or aspiring researchers. These tools will be presented in short interactive sessions with the option to sign up for follow on training. There will also be interesting key notes, social activities and great catering. This is a great way to get connected with your community and next digital research tools to help you 'work smarter not harder'. Professional staff are welcome and encouraged to attend. For more information and to register see the following links:</p> <p>- Register and find key dates and time <a href=""http://go.unimelb.edu.au/mip6"" class=""linkified"">http://go.unimelb.edu.au/mip6</a></p> <p>- Location here <a href=""http://research.unimelb.edu.au/infrastructure/research-platform-services/training/research-bazaar/resbaz-2018#melbourne-resbaz-2018-location"" class=""linkified"">http://research.unimelb.edu.au/infrastructure/research-platform-services/training/research-bazaar/resbaz-2018#melbourne-resbaz-2018-location</a></p> <p>- Main ResBaz website <a href=""http://research.unimelb.edu.au/infrastructure/research-platform-services/training/research-bazaar/resbaz-2018"" class=""linkified"">http://research.unimelb.edu.au/infrastructure/research-platform-services/training/research-bazaar/resbaz-2018</a></p> <p>Looking forward to seeing you there!!!</p> <p>R-Ladies Melbourne on behalf of ResBaz organisers</p> ",public,,24034167,Wilson Hall- The University of Melbourne,-37.79713439941406,144.96031188964844,FALSE,University of Melbourne,Melbourne,au,Australia,,,1472776317e3,R-Ladies Melbourne,20378903,open,-37.810001373291016,144.9600067138672,R-Ladies-Melbourne,Members,"Melbourne, Australia",en_US,,,,,,,,,,,,
1515507481e3,7200000,246643162,Channeling Curiosity into R Data Visualization Projects - with Alex Albright,,upcoming,15191676e5,2018-02-20,18:00,1515507481e3,-18000000,0,39,https://www.meetup.com/rladies-boston/events/246643162/,"<p>• What we'll do<br/>How can R users learn to visualize data? While there are many incredible courses and resources, nothing is as effective as finding an intriguing question and challenging oneself to create an original visual answer. Generating visualizations can be astonishingly satisfying and can drive deep dives into R workflow, libraries, and community resources. I will present snippets of scripts and notebooks written to visually answer the following questions, running the gamut from quirky and light to serious and weighty: How often do female athletes grace the cover of Sports Illustrated? How have demographics changed in the sciences? How have Pixar movie ratings changed over time? How did US Senators vote on healthcare repeal? Which characters are closest on the TV show ‘Friends’?</p> <p>Presenter Bio:<br/>Alex Albright is a PhD student in economics at Harvard University. An aspiring labor and behavioral economist, Alex is passionate about making empirical academic work reproducible and accessible. Her usage of R stems from a desire to use tools that are freely available and open source. She is an enthusiastic user of the ggplot2 package for visually communicating her explorations of a wide variety of datasets. She engages with general audiences outside of academia by writing about economics and data-driven questions at her blog, The Little Dataset (<a href=""https://thelittledataset.com/"" class=""linkified"">https://thelittledataset.com/</a>)</p> <p>• What to bring</p> <p><br/>• Important to know</p> ",public_limited,,25396629,Klaviyo,42.35599899291992,-71.053955078125,FALSE,225 Franklin Street,Boston,US,USA,,,1474065871e3,R-Ladies Boston,20433637,approval,42.36000061035156,-71.06999969482422,rladies-boston,R-ladies,"Boston, MA",en_US,,,,,,,,,,,,
1517775814e3,10800000,247489521,Lessons and highlights from the rOpenSci project,60,upcoming,15191028e5,2018-02-20,18:00,151838089e4,46800000,0,20,https://www.meetup.com/rladies-auckland/events/247489521/,"<p>Hi All!</p> <p>We are very excited to have another speaker visiting Auckland this February. If you are interested in R, whether a beginner or an expert, then put this in your diary!</p> <p>Doors open at 6pm<br/>Talk will commence at 6:30pm</p> <p># Speaker<br/>Karthik Ram is a Data Scientist at the Berkeley Institute for Data Science and Berkeley Institute for Global Change Biology. He is a co-founder of rOpenSci, a collective to support the development of R-based tools which facilitate open science and access to open data.</p> <p># Full Title<br/>Reproducible data science with R: Lessons and highlights from the rOpenSci project</p> <p># Summary<br/>The Open Science movement, which promotes sharing all artifacts of scientific research such as data, code, and methods, is becoming increasingly popular among researchers worldwide. This rapid increase in popularity is evidenced in the thriving ecosystem of tools and also numerous training initiatives that have sprung up at various institutions.</p> <p>One such effort in this space is the rOpenSci project (<a href=""https://ropensci.org"" class=""linkified"">https://ropensci.org</a>). Founded as a grassroots effort six years ago, the project works to promote open and reproducible research by enabling discovery of data, code and software, creating the technical and social infrastructure to enable reproducible research, and advocate for a culture of open science in various disciplines. This community driven project builds upon R’s popularity as a scientific research tool and fills in additional gaps in the computational pipeline by providing tools for data acquisition (from APIs and other source), data manipulation (including an emerging suite for spatial data analysis and mapping), data visualization tools, and data publication tools. Beyond tooling, the project has been working towards promoting best practices in scientific computing (beyond the R language itself) by developing a highly successful model for peer review of scientific software, mentorship, and community development.</p> <p>In this talk I’ll speak about the history and motivations behind the project, demo some of our recent tools that can streamline your data science workflow, and also talk about our efforts to build community through various initiatives.</p> <p>More details to follow.</p> ",public,,,,,,,,,,,,,151119739e4,R-Ladies Auckland,26653882,open,-36.849998474121094,174.75999450683594,rladies-auckland,Members,"Auckland, New Zealand",en_US,,,,,,,,,,,,
1516732463e3,9000000,247091545,How to get your code organized with Rproject and github … ,,upcoming,15191478e5,2018-02-20,18:30,1516732463e3,3600000,0,26,https://www.meetup.com/rladies-berlin/events/247091545/,<p>• Was wir unternehmen werden<br/>In our next Meetup Chrissy is going to talk about how to get your scripts organized.<br/>More information will follow!</p> <p>• Was sollst du mitbringen</p> <p><br/>• Wichtig zu wissen</p> ,public,,24743276,Babbel,52.524627685546875,13.408201217651367,FALSE,Max-Beer-Strasse 2,Berlin,de,Germany,,,1477914332e3,R-Ladies Berlin,20977178,open,52.52000045776367,13.380000114440918,rladies-berlin,R-Ladies,"Berlin, Germany",en_US,,,,,,,,,,,,
151710926e4,7200000,247236135,Feb 2018: R session with Jenny Bryan @ Microsoft Garage,30,upcoming,15192648e5,2018-02-21,18:00,1517979219e3,-28800000,0,10,https://www.meetup.com/R-Ladies-Vancouver/events/247236135/,"<p>Hello R-Ladies community,<br/>We are incredibly excited to announce a hands-on R session with Jenny Bryan at Microsoft Garage!<br/>. .<br/>Jenny is a Software Engineer at R Studio and is Associate Professor of Statistics (on leave) at the University of British Columbia. She is a recovering biostatistician who takes special delight in eliminating the small agonies of data analysis. Specific tools and mental models can make it easier for a data analyst to settle into a productive, alpha-to-omega workflow. She’s been using R/S for over 20 years and is an Ordinary Member of the R foundation. She also serves in the leadership of rOpenSci and Forwards.</p> <p>Jenny at Github: <a href=""https://github.com/jennybc"" class=""linkified"">https://github.com/jennybc</a><br/>Jenny at R-Ladies Global: <a href=""https://rladies.org/canada-rladies/name/jenny-bryan/"" class=""linkified"">https://rladies.org/canada-rladies/name/jenny-bryan/</a></p> <p>What to bring:<br/>-&amp;gt;Your ticket from here <a href=""https://www.eventbrite.com/e/feb-2018-event-jenny-bryan-microsoft-garage-tickets-42702539445"" class=""linkified"">https://www.eventbrite.com/e/feb-2018-event-jenny-bryan-microsoft-garage-tickets-42702539445</a> . Space is limited, RSVP's through MEETUP don’t guarantee entry!<br/>-&amp;gt; Your laptop</p> <p>Details:<br/>-&amp;gt; 6 pm - arrive + mingle + announcements<br/>-&amp;gt; 6:30 pm - session starts<br/>-&amp;gt; pops and light bites will be available</p> <p>Mega thanks to our sponsor Microsoft for providing their Garage space and drinks + bites</p> ",public,,24983334,Microsoft Garage @ Microsoft Vancouver,49.28243637084961,-123.119140625,FALSE,"725 Granville Street, 7th Floor Vancouver, BC V7Y 1G5",Vancouver,ca,Canada,"",BC,1507261656e3,R-Ladies Vancouver,26169684,open,49.279998779296875,-123.04000091552734,R-Ladies-Vancouver,Members,"Vancouver, BC",en_US,,,,,,,,,,,,
1517599233e3,5400000,247427255,Analyzing Time Series Data with Fiona Lodge,,upcoming,15192576e5,2018-02-21,18:00,1517599233e3,-21600000,0,16,https://www.meetup.com/RLadiesTC/events/247427255/,"<p>• What we'll do<br/>WHAT WE'RE DOING:<br/>One of our members (Fiona Lodge) will give an introduction to analyzing time series data. You'll have a chance to do some data analysis too! We will also chat about the progress we've made on our projects/resolutions. Hope to see you there! All skill levels are welcome!</p> <p>WHAT TO BRING:<br/>Bring your laptop. Your laptop cord and a notebook might be a good idea, too. If you are new to R, please bring your laptop and come a little early so we can help you get started!</p> <p>CONSUMING THINGS:<br/>Just down the hall is a mini coffee shop. (Bring your own mug to get 25 cents off!) Feel free to bring snackies or beverages from home.</p> <p>LOCATION:<br/>Meet us in room 226 of O'Shaughnessy Science (OSS). This is connected to Owens and is part of the Frey Science Center (big cement sign out front). OSS is on the west side of Cretin between Grand and Summit. The east side of the building has an elevator and the building is ADA accessible.</p> <p>PARKING:<br/>You can park on Summit for free. The parking ramp (on Grand and Cretin) is very close to OSS and is decently priced ($1.00 or $1.50 per hour).</p> <p>• What to bring<br/>Bring your laptop. Your laptop cord and a notebook might be a good idea, too.</p> <p>• Important to know</p> ",public,,24291704,O'Shaughnessy Science Hall,44.944122314453125,-93.18971252441406,FALSE,"2115 Summit Ave, St Paul, MN ",55105,us,USA,"",MN,1427928185e3,R Ladies - Twin Cities,18529799,approval,44.939998626708984,-93.220001220703125,RLadiesTC,Rmateys,"Minneapolis, MN",en_US,,Meetup's map points to the wrong place. Sorry! Here's a map published by St. Thomas: https://www.stthomas.edu/campusmaps/stpaul/ The building we meet in (OSS) is on Cretin between Summit and Grand.,,,,,,,,,,
1501810466e3,10800000,242269635,R for Data Science Workshop: Communicating Results with rmarkdown and ggplot2,,upcoming,15192594e5,2018-02-21,18:30,1516813797e3,-21600000,0,14,https://www.meetup.com/rladies-austin/events/242269635/,<p>This is the 6th and final meetup in a series of six workshops to work through the book R for Data Science by Hadley Wickham and Garrett Grolemund. Please bring a laptop with R Studio and R loaded up. (Let us know if you have questions or need help getting that set up.)</p> <p>We'll be covering these chapters:<br/>+ R Markdown<br/>+ Graphics for Communication with ggplot2<br/>+ R Markdown Formats<br/>+ R Markdown Workflow</p> <p>Agenda<br/>+ 6:30 - 7pm : Dinner and Networking<br/>+ 7 - 8:30pm : Workshop</p> ,public,,25614075,Web.com,30.397998809814453,-97.67334747314453,FALSE,12234 North Interstate 35 Frontage Road,Austin,US,USA,,,1485879617e3,R-Ladies Austin,22180445,open,30.219999313354492,-97.75,rladies-austin,Members,"Austin, TX",en_US,,,,0,,,,,,,,
1517781996e3,7200000,247492507,R from Scratch,35,upcoming,15192378e5,2018-02-21,18:30,1517830996e3,0,0,34,https://www.meetup.com/rladies-london/events/247492507/,"<p>Are you new to R? Do you want to know how to get started and learn the basics of this programming language? If you answered yes to the above questions, then come to our meetup on February 21st and bring your laptop. We are repeating our beginner's session from October, and will show you how to install R (and RStudio), do basic operations, use functions, install packages and much more.</p> <p>Instructor: Kasia Kulma</p> <p>Venue: SHACK15, 67-71 Shoreditch High Street, E1 6JJ</p> <p>Sponsors: SHACK15 and H2O</p> ",public,,24850649,SHACK15 : The Data Science Hub,51.524559020996094,-0.07700800150632858,FALSE,"67-71 Shoreditch High St,",London,gb,United Kingdom,,,1454258193e3,R-Ladies London,19474893,approval,51.52000045776367,-0.10000000149011612,rladies-london,R-Ladies,"London, United Kingdom",en_US,,,,,,,,,,,,
1516305423e3,7200000,246941188,Save-the-Date (possible topic: NASA open data),,upcoming,15192576e5,2018-02-21,19:00,1516305423e3,-18000000,0,8,https://www.meetup.com/rladies-orlando/events/246941188/,<p>• What we'll do</p> <p><br/>• What to bring</p> <p><br/>• Important to know</p> ,public,,25689819,Teeps,28.552860260009766,-81.3798599243164,FALSE,30 West Colonial Drive,Orlando,us,USA,32801,fl,1496674452e3,R-Ladies Orlando,24292488,open,28.540000915527344,-81.37000274658203,rladies-orlando,Members,"Orlando, FL",en_US,,,,,,,,,,,,
1516980257e3,,247189195,Let's make a website!,,upcoming,15193404e5,2018-02-22,18:00,1516980257e3,-18000000,0,14,https://www.meetup.com/rladies-charlottesville/events/247189195/,"<p>RMarkdown? Wordpress? Blogdown? What is the best way to create a shiny, new RLadiesCville website? What would you like to have showcased?</p> <p>


Let's brainstorm a plan of action! </p> <p>


For updates follow us on Twitter @RLadiesCville</p> <p>


See you then!</p> ",public,,25584578,VividCortex,0,0,FALSE,"300 Preston Avenue (Citizen's Commonwealth Center), 4th Floor",Charlottesville,us,USA,"",VA,1506014722e3,R-Ladies Charlottesville,26004745,open,38,-78.45999908447266,rladies-charlottesville,Members,"Charlottesville, VA",en_US,,,,,,,,,,,,
1518212086e3,7200000,247661003,R-Ladies DC Hosts Hadley Wickham,200,upcoming,15194268e5,2018-02-23,18:00,1518212321e3,-18000000,0,62,https://www.meetup.com/rladies-dc/events/247661003/,"<p>Hadley Wickham is a world renowned teacher and the Chief Data Scientist at RStudio. He is the author of several great books on R including ""R for Data Science"" (with co-author Garrett Grolemund), ""Advanced R"", ""R Packages"" and ""ggplot2: elegant graphics for data analysis"". Schedule:<br/>- 6:00 PM Arrive, Networking<br/>- 6:20 PM Introductions<br/>- 6:30 PM A Talk from Hadley Wickham</p> <p>FAQ:<br/>Q: Are men welcome to attend R-Ladies events?<br/>A: Yes, men are welcome at this event. Our mission is to encourage more women and non-binary individuals to get involved in the R community. Please help us by spreading the word about R-Ladies. Please also take the time to review our code of conduct before you attend: <a href=""https://github.com/rladies/starter-kit/wiki/Code-of-Conduct"" class=""linkified"">https://github.com/rladies/starter-kit/wiki/Code-of-Conduct</a></p> <p>• Important to know<br/>If this is your first R-Ladies event, please take a moment to review our R-Ladies Global code of conduct: <a href=""https://github.com/rladies/starter-kit/wiki/Code-of-Conduct"" class=""linkified"">https://github.com/rladies/starter-kit/wiki/Code-of-Conduct</a></p> ",public,,23846596,"Funger Hall, Room 103 - The George Washington University ",38.89892578125,-77.04948425292969,FALSE,2201 G St. NW,Washington,us,USA,"",DC,1481140109e3,R-Ladies Washington D.C.,21510971,open,38.90999984741211,-77.0199966430664,rladies-dc,R-Ladies,"Washington, DC",en_US,,,,,,,,,,,,
15159581e5,14400000,246812701,Intro to R with DataCamp Part 1,50,upcoming,15194844e5,2018-02-24,09:00,1518112319e3,-21600000,9,50,https://www.meetup.com/R-Ladies-St-Louis/events/246812701/,"<p>• LEARN:</p> <p>If you've wanted to learn to code in R, THIS is your chance. R-Ladies STL will be hosting a 4-hour cRash course on R, using DataCamp introductory modules. DataCamp has agreed to provide FREE access for all our Meetup attendees to their entire course catalog for the Meetup (and for 30 days following the Meetup!). So, even if you are not a true beginner, please join us, meet some local R-Ladies, and try a couple DataCamp courses to improve your R skills for FREE.</p> <p>There will be R-Ladies on hand to help answer questions and get you up and Running in R. We welcome all skill levels as those with some or more advanced skills can help those just getting started in R. We are hoping to have an Intro to R Part 2 at the next meeting to answer any questions from Part 1, and to continue the learning process.</p> <p>• BRING:</p> <p>Please install R and RStudio on your laptop BEFORE the meetup. This will allow us more time to teach, instead of just installing. <a href=""https://www.rstudio.com/products/rstudio/download/#download"" class=""linkified"">https://www.rstudio.com/products/rstudio/download/#download</a></p> <p><a href=""https://www.google.com/search?q=video+how+to+install+R+&amp;ie=utf-8&amp;oe=utf-8&amp;client=firefox-b-1#kpvalbx=1"" class=""linkified"">https://www.google.com/search?q=video+how+to+install+R+&amp;ie=utf-8&amp;oe=utf-8&amp;client=firefox-b-1#kpvalbx=1</a></p> <p>• FOOD!</p> <p>Snacks and beverages will be provided several times throughout the day by our generous sponsor Nicole Rose-Wall of local IT staffing and consulting firm Bradford and Galt.</p> ",public,,25726002,Salus Center,38.617069244384766,-90.23926544189453,FALSE,Lafayette & Grand,St. Louis,us,USA,63104,mo,1503944681e3,R-Ladies St. Louis,25681976,open,38.630001068115234,-90.19000244140625,R-Ladies-St-Louis,R-Ladies of St. Louis,"Saint Louis, MO",en_US,,"The parking lot adjacent to the building will be free and available, enter from Lafayette Ave. There is also metered street parking on Lafayette.",,,,Room 1411,,,,,,
